class,image_path,name,xmax,xmin,ymax,ymin
4,4bdc216b94a6f8926b2ae340e6f25532.jpg,CONSTRUCTION_ROAD,1553,639,571,293
2,4bdc216b94a6f8926b2ae340e6f25532.jpg,POTHOLES,816,686,631,547
9,4bdc216b94a6f8926b2ae340e6f25532.jpg,CLUTTER_SIDEWALK,1881,1549,487,379
9,4bdc216b94a6f8926b2ae340e6f25532.jpg,CLUTTER_SIDEWALK,541,243,482,386
2,4bdc216b94a6f8926b2ae340e6f25532.jpg,POTHOLES,894,666,787,625
2,4bdc216b94a6f8926b2ae340e6f25532.jpg,POTHOLES,1107,705,1021,745
9,4bdc216b94a6f8926b2ae340e6f25532.jpg,CLUTTER_SIDEWALK,1097,337,562,286
2,4bdc216b94a6f8926b2ae340e6f25532.jpg,POTHOLES,1607,999,1079,918
9,4bdc216b94a6f8926b2ae340e6f25532.jpg,CLUTTER_SIDEWALK,1277,999,477,393
9,4bdc216b94a6f8926b2ae340e6f25532.jpg,CLUTTER_SIDEWALK,981,719,480,386
9,4bdc216b94a6f8926b2ae340e6f25532.jpg,CLUTTER_SIDEWALK,1459,905,494,364
9,4bdc216b94a6f8926b2ae340e6f25532.jpg,CLUTTER_SIDEWALK,560,90,495,355
9,4bdc216b94a6f8926b2ae340e6f25532.jpg,CLUTTER_SIDEWALK,1823,1359,499,355
9,4bdc216b94a6f8926b2ae340e6f25532.jpg,CLUTTER_SIDEWALK,1348,624,504,340
9,4bdc216b94a6f8926b2ae340e6f25532.jpg,CLUTTER_SIDEWALK,1732,1046,527,345
9,4bdc216b94a6f8926b2ae340e6f25532.jpg,CLUTTER_SIDEWALK,962,502,502,348
9,4bdc216b94a6f8926b2ae340e6f25532.jpg,CLUTTER_SIDEWALK,845,191,499,335
2,4bdc216b94a6f8926b2ae340e6f25532.jpg,POTHOLES,1033,745,951,797
4,bd31f77e3d4e34576adbf63bcda21786.jpg,CONSTRUCTION_ROAD,1719,1413,585,335
0,bd31f77e3d4e34576adbf63bcda21786.jpg,GRAFFITI,330,70,357,229
7,bd31f77e3d4e34576adbf63bcda21786.jpg,BAD_BILLBOARD,126,6,440,230
7,bd31f77e3d4e34576adbf63bcda21786.jpg,BAD_BILLBOARD,1559,1247,73,1
0,bd31f77e3d4e34576adbf63bcda21786.jpg,GRAFFITI,363,157,381,281
0,bd31f77e3d4e34576adbf63bcda21786.jpg,GRAFFITI,349,13,452,196
3,bd31f77e3d4e34576adbf63bcda21786.jpg,GARBAGE,1792,1708,684,624
2,bd31f77e3d4e34576adbf63bcda21786.jpg,POTHOLES,1033,737,787,619
3,bd31f77e3d4e34576adbf63bcda21786.jpg,GARBAGE,1194,1116,576,520
0,bd31f77e3d4e34576adbf63bcda21786.jpg,GRAFFITI,304,50,385,245
3,cc60254be509d94718d053c4550506c1.jpg,GARBAGE,1891,1525,672,440
4,cc60254be509d94718d053c4550506c1.jpg,CONSTRUCTION_ROAD,648,0,1079,526
4,cc60254be509d94718d053c4550506c1.jpg,CONSTRUCTION_ROAD,868,224,959,559
1,cc60254be509d94718d053c4550506c1.jpg,FADED_SIGNAGE,1246,604,934,510
4,cc60254be509d94718d053c4550506c1.jpg,CONSTRUCTION_ROAD,1827,1417,1048,628
4,cc60254be509d94718d053c4550506c1.jpg,CONSTRUCTION_ROAD,1919,1055,1079,491
4,cc60254be509d94718d053c4550506c1.jpg,CONSTRUCTION_ROAD,1882,1094,798,294
4,cc60254be509d94718d053c4550506c1.jpg,CONSTRUCTION_ROAD,565,43,932,454
4,cc60254be509d94718d053c4550506c1.jpg,CONSTRUCTION_ROAD,1725,679,374,0
4,cc60254be509d94718d053c4550506c1.jpg,CONSTRUCTION_ROAD,1655,347,891,183
4,cc60254be509d94718d053c4550506c1.jpg,CONSTRUCTION_ROAD,1204,236,364,0
4,cc60254be509d94718d053c4550506c1.jpg,CONSTRUCTION_ROAD,1346,0,1079,659
3,cc60254be509d94718d053c4550506c1.jpg,GARBAGE,1809,1479,804,434
4,cc60254be509d94718d053c4550506c1.jpg,CONSTRUCTION_ROAD,1022,56,901,381
4,cc60254be509d94718d053c4550506c1.jpg,CONSTRUCTION_ROAD,1866,336,1079,447
4,cc60254be509d94718d053c4550506c1.jpg,CONSTRUCTION_ROAD,1851,1305,969,395
4,cc60254be509d94718d053c4550506c1.jpg,CONSTRUCTION_ROAD,1735,843,982,426
4,cc60254be509d94718d053c4550506c1.jpg,CONSTRUCTION_ROAD,1295,161,1058,494
4,afe660165a10f3a1bbfa9b1abe445487.jpg,CONSTRUCTION_ROAD,1054,662,549,367
4,afe660165a10f3a1bbfa9b1abe445487.jpg,CONSTRUCTION_ROAD,1148,834,502,300
4,afe660165a10f3a1bbfa9b1abe445487.jpg,CONSTRUCTION_ROAD,1611,1263,611,335
7,afe660165a10f3a1bbfa9b1abe445487.jpg,BAD_BILLBOARD,376,34,108,0
0,afe660165a10f3a1bbfa9b1abe445487.jpg,GRAFFITI,421,101,506,372
3,afe660165a10f3a1bbfa9b1abe445487.jpg,GARBAGE,1553,1317,616,450
4,afe660165a10f3a1bbfa9b1abe445487.jpg,CONSTRUCTION_ROAD,1006,484,875,623
3,afe660165a10f3a1bbfa9b1abe445487.jpg,GARBAGE,214,40,612,480
3,afe660165a10f3a1bbfa9b1abe445487.jpg,GARBAGE,1117,989,425,333
4,afe660165a10f3a1bbfa9b1abe445487.jpg,CONSTRUCTION_ROAD,1749,847,918,476
2,afe660165a10f3a1bbfa9b1abe445487.jpg,POTHOLES,1061,825,512,384
3,afe660165a10f3a1bbfa9b1abe445487.jpg,GARBAGE,645,477,493,351
3,afe660165a10f3a1bbfa9b1abe445487.jpg,GARBAGE,667,471,495,351
4,afe660165a10f3a1bbfa9b1abe445487.jpg,CONSTRUCTION_ROAD,1327,505,942,592
10,afe660165a10f3a1bbfa9b1abe445487.jpg,UNKEPT_FACADE,662,474,513,351
9,afe660165a10f3a1bbfa9b1abe445487.jpg,CLUTTER_SIDEWALK,1085,815,521,387
4,afe660165a10f3a1bbfa9b1abe445487.jpg,CONSTRUCTION_ROAD,1275,889,534,352
0,afe660165a10f3a1bbfa9b1abe445487.jpg,GRAFFITI,1766,1602,509,401
0,afe660165a10f3a1bbfa9b1abe445487.jpg,GRAFFITI,1523,1323,517,399
2,fde045a36a5fa56a3fdb5d12c34d5705.jpg,POTHOLES,1644,1294,970,748
2,fde045a36a5fa56a3fdb5d12c34d5705.jpg,POTHOLES,1207,829,1079,957
2,fde045a36a5fa56a3fdb5d12c34d5705.jpg,POTHOLES,486,118,1078,960
2,fde045a36a5fa56a3fdb5d12c34d5705.jpg,POTHOLES,1510,932,1079,921
2,fde045a36a5fa56a3fdb5d12c34d5705.jpg,POTHOLES,1138,482,1079,918
2,fde045a36a5fa56a3fdb5d12c34d5705.jpg,POTHOLES,847,477,1079,958
9,fde045a36a5fa56a3fdb5d12c34d5705.jpg,CLUTTER_SIDEWALK,888,720,510,428
9,fde045a36a5fa56a3fdb5d12c34d5705.jpg,CLUTTER_SIDEWALK,1483,1331,537,465
2,fde045a36a5fa56a3fdb5d12c34d5705.jpg,POTHOLES,1853,1355,1079,919
2,fde045a36a5fa56a3fdb5d12c34d5705.jpg,POTHOLES,1495,1177,913,703
9,fde045a36a5fa56a3fdb5d12c34d5705.jpg,CLUTTER_SIDEWALK,909,687,577,497
8,794eff02e39a6baeed5445eb75974602.jpg,SAND_ON_ROAD,1691,1273,472,330
3,794eff02e39a6baeed5445eb75974602.jpg,GARBAGE,300,72,448,352
4,794eff02e39a6baeed5445eb75974602.jpg,CONSTRUCTION_ROAD,990,850,437,365
3,794eff02e39a6baeed5445eb75974602.jpg,GARBAGE,497,357,440,358
9,794eff02e39a6baeed5445eb75974602.jpg,CLUTTER_SIDEWALK,617,273,548,406
8,794eff02e39a6baeed5445eb75974602.jpg,SAND_ON_ROAD,1482,1228,488,368
3,794eff02e39a6baeed5445eb75974602.jpg,GARBAGE,115,5,473,383
3,794eff02e39a6baeed5445eb75974602.jpg,GARBAGE,193,59,493,429
8,794eff02e39a6baeed5445eb75974602.jpg,SAND_ON_ROAD,600,226,460,342
8,794eff02e39a6baeed5445eb75974602.jpg,SAND_ON_ROAD,1788,1490,528,322
4,794eff02e39a6baeed5445eb75974602.jpg,CONSTRUCTION_ROAD,1448,1092,489,291
4,794eff02e39a6baeed5445eb75974602.jpg,CONSTRUCTION_ROAD,1304,1016,429,329
4,794eff02e39a6baeed5445eb75974602.jpg,CONSTRUCTION_ROAD,1012,866,455,359
8,794eff02e39a6baeed5445eb75974602.jpg,SAND_ON_ROAD,1745,1389,455,351
9,794eff02e39a6baeed5445eb75974602.jpg,CLUTTER_SIDEWALK,1620,1178,464,320
9,794eff02e39a6baeed5445eb75974602.jpg,CLUTTER_SIDEWALK,587,123,535,351
9,794eff02e39a6baeed5445eb75974602.jpg,CLUTTER_SIDEWALK,787,607,462,366
4,794eff02e39a6baeed5445eb75974602.jpg,CONSTRUCTION_ROAD,1013,537,464,326
8,794eff02e39a6baeed5445eb75974602.jpg,SAND_ON_ROAD,1445,1041,475,325
9,794eff02e39a6baeed5445eb75974602.jpg,CLUTTER_SIDEWALK,852,280,492,332
8,794eff02e39a6baeed5445eb75974602.jpg,SAND_ON_ROAD,459,143,471,355
8,794eff02e39a6baeed5445eb75974602.jpg,SAND_ON_ROAD,1855,1517,479,355
8,794eff02e39a6baeed5445eb75974602.jpg,SAND_ON_ROAD,409,127,475,375
3,794eff02e39a6baeed5445eb75974602.jpg,GARBAGE,321,117,453,369
3,794eff02e39a6baeed5445eb75974602.jpg,GARBAGE,254,64,475,395
3,794eff02e39a6baeed5445eb75974602.jpg,GARBAGE,301,145,461,381
8,794eff02e39a6baeed5445eb75974602.jpg,SAND_ON_ROAD,1436,1184,447,341
9,794eff02e39a6baeed5445eb75974602.jpg,CLUTTER_SIDEWALK,825,485,472,354
3,794eff02e39a6baeed5445eb75974602.jpg,GARBAGE,157,41,472,410
8,794eff02e39a6baeed5445eb75974602.jpg,SAND_ON_ROAD,1770,1534,473,365
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1865,935,1079,627
7,e2a69afd1be4b2122142d5f30149ef34.jpg,BAD_BILLBOARD,1586,1234,379,205
3,e2a69afd1be4b2122142d5f30149ef34.jpg,GARBAGE,1340,316,1079,660
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,934,404,569,59
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,479,153,571,437
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1195,589,1079,491
3,e2a69afd1be4b2122142d5f30149ef34.jpg,GARBAGE,1202,836,1029,811
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,960,444,616,290
7,e2a69afd1be4b2122142d5f30149ef34.jpg,BAD_BILLBOARD,857,501,114,0
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1317,1141,627,511
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1577,1059,613,485
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1575,1281,596,502
3,e2a69afd1be4b2122142d5f30149ef34.jpg,GARBAGE,1286,830,1056,812
7,e2a69afd1be4b2122142d5f30149ef34.jpg,BAD_BILLBOARD,1799,1575,435,335
3,e2a69afd1be4b2122142d5f30149ef34.jpg,GARBAGE,1109,627,238,0
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1354,682,693,421
3,e2a69afd1be4b2122142d5f30149ef34.jpg,GARBAGE,626,444,998,820
7,e2a69afd1be4b2122142d5f30149ef34.jpg,BAD_BILLBOARD,1867,1283,143,1
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,482,0,867,497
7,e2a69afd1be4b2122142d5f30149ef34.jpg,BAD_BILLBOARD,1071,433,213,1
7,e2a69afd1be4b2122142d5f30149ef34.jpg,BAD_BILLBOARD,1789,1569,357,265
7,e2a69afd1be4b2122142d5f30149ef34.jpg,BAD_BILLBOARD,1889,1545,125,0
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1073,723,588,474
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1633,959,787,509
7,e2a69afd1be4b2122142d5f30149ef34.jpg,BAD_BILLBOARD,1575,421,406,0
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,678,46,659,405
7,e2a69afd1be4b2122142d5f30149ef34.jpg,BAD_BILLBOARD,1811,1561,247,163
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1718,1354,619,489
3,e2a69afd1be4b2122142d5f30149ef34.jpg,GARBAGE,650,502,945,851
3,e2a69afd1be4b2122142d5f30149ef34.jpg,GARBAGE,1233,745,1066,642
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,342,46,612,434
3,e2a69afd1be4b2122142d5f30149ef34.jpg,GARBAGE,1859,1479,949,697
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1596,1248,657,469
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1305,729,1077,669
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1672,716,1006,518
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,747,381,638,458
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1391,777,823,521
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,392,38,764,410
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1100,534,653,447
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1525,1083,630,498
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,856,226,684,446
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1313,855,652,482
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1279,563,950,470
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1016,240,909,497
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,918,464,597,453
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,643,49,886,460
4,e2a69afd1be4b2122142d5f30149ef34.jpg,CONSTRUCTION_ROAD,1588,1306,616,516
3,e2a69afd1be4b2122142d5f30149ef34.jpg,GARBAGE,592,476,963,857
4,d56476c16d9f25aa0742e733743ab902.jpg,CONSTRUCTION_ROAD,944,516,644,404
9,d56476c16d9f25aa0742e733743ab902.jpg,CLUTTER_SIDEWALK,1237,563,886,478
4,d56476c16d9f25aa0742e733743ab902.jpg,CONSTRUCTION_ROAD,319,0,698,410
4,d56476c16d9f25aa0742e733743ab902.jpg,CONSTRUCTION_ROAD,788,420,555,329
3,d56476c16d9f25aa0742e733743ab902.jpg,GARBAGE,1557,1243,548,398
4,d56476c16d9f25aa0742e733743ab902.jpg,CONSTRUCTION_ROAD,1581,1303,546,418
2,d56476c16d9f25aa0742e733743ab902.jpg,POTHOLES,796,254,1037,643
4,d56476c16d9f25aa0742e733743ab902.jpg,CONSTRUCTION_ROAD,493,131,630,428
2,d56476c16d9f25aa0742e733743ab902.jpg,POTHOLES,847,219,993,597
3,d56476c16d9f25aa0742e733743ab902.jpg,GARBAGE,806,700,805,725
4,d56476c16d9f25aa0742e733743ab902.jpg,CONSTRUCTION_ROAD,271,0,606,384
4,d56476c16d9f25aa0742e733743ab902.jpg,CONSTRUCTION_ROAD,703,413,529,399
4,d56476c16d9f25aa0742e733743ab902.jpg,CONSTRUCTION_ROAD,606,324,565,407
3,d56476c16d9f25aa0742e733743ab902.jpg,GARBAGE,735,639,803,729
4,d56476c16d9f25aa0742e733743ab902.jpg,CONSTRUCTION_ROAD,690,258,602,334
7,d56476c16d9f25aa0742e733743ab902.jpg,BAD_BILLBOARD,700,186,352,0
4,d56476c16d9f25aa0742e733743ab902.jpg,CONSTRUCTION_ROAD,409,137,509,341
9,d56476c16d9f25aa0742e733743ab902.jpg,CLUTTER_SIDEWALK,997,593,791,501
7,d56476c16d9f25aa0742e733743ab902.jpg,BAD_BILLBOARD,878,384,324,0
4,d56476c16d9f25aa0742e733743ab902.jpg,CONSTRUCTION_ROAD,694,502,464,366
4,d56476c16d9f25aa0742e733743ab902.jpg,CONSTRUCTION_ROAD,406,52,581,373
4,d56476c16d9f25aa0742e733743ab902.jpg,CONSTRUCTION_ROAD,654,318,507,361
3,d56476c16d9f25aa0742e733743ab902.jpg,GARBAGE,770,666,809,741
4,d56476c16d9f25aa0742e733743ab902.jpg,CONSTRUCTION_ROAD,546,168,564,356
3,94adf640c37c377d0303c0dfba753713.jpg,GARBAGE,643,305,349,137
9,94adf640c37c377d0303c0dfba753713.jpg,CLUTTER_SIDEWALK,1756,1334,976,704
9,94adf640c37c377d0303c0dfba753713.jpg,CLUTTER_SIDEWALK,1304,660,1040,662
9,94adf640c37c377d0303c0dfba753713.jpg,CLUTTER_SIDEWALK,1794,1316,1013,701
9,94adf640c37c377d0303c0dfba753713.jpg,CLUTTER_SIDEWALK,1240,642,1036,658
9,94adf640c37c377d0303c0dfba753713.jpg,CLUTTER_SIDEWALK,1236,38,1079,697
9,94adf640c37c377d0303c0dfba753713.jpg,CLUTTER_SIDEWALK,1749,831,1079,655
9,94adf640c37c377d0303c0dfba753713.jpg,CLUTTER_SIDEWALK,600,0,1061,653
3,94adf640c37c377d0303c0dfba753713.jpg,GARBAGE,319,93,623,551
9,94adf640c37c377d0303c0dfba753713.jpg,CLUTTER_SIDEWALK,1691,861,1070,668
7,94adf640c37c377d0303c0dfba753713.jpg,BAD_BILLBOARD,1351,805,92,0
9,94adf640c37c377d0303c0dfba753713.jpg,CLUTTER_SIDEWALK,1468,0,1079,601
4,94adf640c37c377d0303c0dfba753713.jpg,CONSTRUCTION_ROAD,685,335,343,141
7,94adf640c37c377d0303c0dfba753713.jpg,BAD_BILLBOARD,1273,541,136,0
9,94adf640c37c377d0303c0dfba753713.jpg,CLUTTER_SIDEWALK,949,149,1051,623
9,94adf640c37c377d0303c0dfba753713.jpg,CLUTTER_SIDEWALK,1218,238,1044,566
3,94adf640c37c377d0303c0dfba753713.jpg,GARBAGE,1620,1276,898,706
9,94adf640c37c377d0303c0dfba753713.jpg,CLUTTER_SIDEWALK,1077,213,1040,566
9,94adf640c37c377d0303c0dfba753713.jpg,CLUTTER_SIDEWALK,1912,298,1079,409
7,94adf640c37c377d0303c0dfba753713.jpg,BAD_BILLBOARD,1189,597,116,0
9,94adf640c37c377d0303c0dfba753713.jpg,CLUTTER_SIDEWALK,1562,624,1079,639
9,94adf640c37c377d0303c0dfba753713.jpg,CLUTTER_SIDEWALK,1496,360,1079,617
7,f0594f443dadeb82b3e17a11d8e438c6.jpg,BAD_BILLBOARD,1894,1492,370,0
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,1398,760,1079,904
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,1626,1270,948,670
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,1855,1355,1078,910
4,f0594f443dadeb82b3e17a11d8e438c6.jpg,CONSTRUCTION_ROAD,987,519,920,594
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,160,38,634,558
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,215,41,729,565
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,1039,455,1079,918
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,1599,1253,829,627
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,457,81,1057,637
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,150,44,658,554
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,1864,1598,998,822
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,964,796,732,520
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,1761,1329,976,650
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,1822,1504,856,652
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,1099,689,864,594
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,1154,876,803,651
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,1026,782,809,551
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,154,32,656,552
2,f0594f443dadeb82b3e17a11d8e438c6.jpg,POTHOLES,1741,1333,877,623
0,f0594f443dadeb82b3e17a11d8e438c6.jpg,GRAFFITI,1903,1619,445,281
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,712,380,760,432
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1530,526,704,172
7,4bf7d261f1ebfe22588dd887d86f477a.jpg,BAD_BILLBOARD,1584,680,348,0
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1104,0,1079,677
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1405,749,767,353
7,4bf7d261f1ebfe22588dd887d86f477a.jpg,BAD_BILLBOARD,1642,620,360,0
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,831,33,310,0
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1919,1143,432,0
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1011,373,1079,705
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,752,0,1027,343
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1414,748,1079,711
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1919,1217,397,0
3,4bf7d261f1ebfe22588dd887d86f477a.jpg,GARBAGE,677,507,339,259
8,4bf7d261f1ebfe22588dd887d86f477a.jpg,SAND_ON_ROAD,1537,1011,800,300
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1919,717,1079,639
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,952,342,739,377
0,4bf7d261f1ebfe22588dd887d86f477a.jpg,GRAFFITI,1734,850,400,0
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1871,1245,1079,727
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,464,0,1079,653
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1919,1140,1079,371
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1698,126,1079,552
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,781,149,768,276
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1813,1121,824,228
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1188,244,890,328
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1713,691,908,270
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1732,844,1079,628
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,825,79,1079,661
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1335,303,1079,617
2,657c85e82c3ba558fbd2ae06f93ddcf7.jpg,POTHOLES,1902,1500,1079,759
3,657c85e82c3ba558fbd2ae06f93ddcf7.jpg,GARBAGE,606,478,490,414
2,657c85e82c3ba558fbd2ae06f93ddcf7.jpg,POTHOLES,687,315,1047,785
4,657c85e82c3ba558fbd2ae06f93ddcf7.jpg,CONSTRUCTION_ROAD,493,173,364,246
2,657c85e82c3ba558fbd2ae06f93ddcf7.jpg,POTHOLES,1069,751,772,562
4,657c85e82c3ba558fbd2ae06f93ddcf7.jpg,CONSTRUCTION_ROAD,1276,1068,632,438
2,657c85e82c3ba558fbd2ae06f93ddcf7.jpg,POTHOLES,820,290,1079,899
3,657c85e82c3ba558fbd2ae06f93ddcf7.jpg,GARBAGE,481,313,482,398
2,657c85e82c3ba558fbd2ae06f93ddcf7.jpg,POTHOLES,1248,870,674,466
2,657c85e82c3ba558fbd2ae06f93ddcf7.jpg,POTHOLES,1056,400,914,590
9,657c85e82c3ba558fbd2ae06f93ddcf7.jpg,CLUTTER_SIDEWALK,1181,1005,480,404
8,657c85e82c3ba558fbd2ae06f93ddcf7.jpg,SAND_ON_ROAD,1251,1089,447,375
2,657c85e82c3ba558fbd2ae06f93ddcf7.jpg,POTHOLES,1147,809,972,742
2,657c85e82c3ba558fbd2ae06f93ddcf7.jpg,POTHOLES,598,260,886,562
2,657c85e82c3ba558fbd2ae06f93ddcf7.jpg,POTHOLES,1301,969,965,737
